"ID" "CITY" "STATE" "ZIP" "Q050" "Q051" "Q052" "Q053" "Q054" "Q055" "Q056" "Q057" "Q058" "Q059" "Q060" "Q061" "Q062" "Q063" "Q064" "Q065" "Q066" "Q067" "Q068" "Q069" "Q070" "Q071" "Q072" "Q073" "Q074" "Q075" "Q076" "Q077" "Q078" "Q079" "Q080" "Q081" "Q082" "Q083" "Q084" "Q085" "Q086" "Q087" "Q088" "Q089" "Q090" "Q091" "Q092" "Q093" "Q094" "Q095" "Q096" "Q097" "Q098" "Q099" "Q100" "Q101" "Q102" "Q103" "Q104" "Q105" "Q106" "Q107" "Q109" "Q110" "Q111" "Q115" "Q117" "Q118" "Q119" "Q120" "Q121" "lat" "long"
25563 "Breckenridge" "TX" "76424" 8 2 2 2 2 2 2 1 2 20 9 4 7 1 11 2 5 1 2 1 2 2 5 6 1 1 1 1 4 9 8 1 14 7 4 6 3 1 1 1 2 2 3 2 2 6 6 5 1 1 4 5 11 4 1 1 1 3 1 8 2 1 5 8 1 1 2 32.761058 -98.922258
25564 "Oviedo" "FL" "32765" 9 2 2 2 2 2 1 2 3 20 8 7 2 1 1 3 1 1 3 3 2 2 1 6 4 1 4 1 3 1 8 1 17 7 2 5 3 2 7 1 3 5 1 2 1 1 4 1 3 6 4 5 1 4 1 3 1 2 1 8 2 4 1 7 3 1 1 28.656375 -81.21026
25565 "sanantonio" "TX" "78217" 9 2 3 2 2 2 2 2 2 20 9 7 2 1 1 2 1 1 3 3 2 2 6 6 4 1 8 4 3 1 8 1 11 7 6 2 3 3 7 4 1 2 3 2 4 1 5 1 1 3 4 2 10 4 1 1 1 10 1 8 7 4 1 7 2 2 1 29.543865 -98.417554
25566 "SantaBarbara" "CA" "93101" 1 2 1 2 2 2 2 2 3 20 8 1 5 1 1 2 5 1 3 3 6 2 5 6 4 1 1 4 3 9 8 1 2 7 6 2 3 1 7 3 1 2 3 2 3 6 7 2 2 1 4 2 10 5 6 10 1 9 1 8 3 1 4 7 1 5 6 34.420163 -119.706501
25567 "Lumberton" "NC" "28358" 9 2 2 1 2 2 2 2 2 20 8 7 2 1 1 3 2 1 7 6 7 5 5 6 4 1 4 1 3 1 3 4 4 7 4 4 3 2 7 3 3 2 2 2 4 1 3 5 1 2 1 3 1 4 1 3 3 3 1 8 3 4 1 7 1 2 5 34.620874 -78.989868
25568 "ApacheJunction" "AZ" "85220" 4 1 3 2 2 3 2 1 2 20 8 6 2 1 1 2 5 1 7 5 7 5 1 6 4 3 2 1 1 2 8 1 5 7 6 5 3 1 4 3 1 2 2 2 4 1 5 2 1 7 4 2 10 4 1 1 1 3 1 8 1 4 1 6 1 2 6 33.416083 -111.576204
25569 "Middletown" "CT" "06457" 4 2 3 2 2 2 2 2 1 16 8 4 2 1 2 3 7 1 7 4 4 3 6 1 14 5 7 1 2 1 8 1 14 7 1 1 3 3 7 4 1 2 2 2 3 6 3 1 1 3 4 3 3 4 1 1 1 3 1 8 3 4 3 7 1 6 6 41.553672 -72.663206
25570 "Pittsburgh" "PA" "15221" 7 2 2 2 2 2 3 2 3 2 8 4 2 1 1 1 2 1 7 4 4 3 5 3 13 3 1 1 1 3 8 1 3 7 4 2 3 2 7 3 1 1 2 2 2 1 5 5 1 1 1 2 1 4 1 2 1 3 1 2 3 1 3 7 1 2 2 40.438035 -79.871918
25571 "NEWBREMEN" "OH" "45869" 7 1 2 2 1 1 1 1 2 20 8 1 2 1 1 3 5 1 7 6 2 5 1 1 1 1 1 1 3 7 8 1 17 5 3 2 2 2 7 1 1 2 3 2 4 1 7 5 1 1 4 3 1 4 1 10 3 3 1 8 8 1 1 6 1 5 7 40.452556 -84.387311
25572 "Nova" "OH" "44805" 1 2 3 2 2 2 2 2 2 20 8 3 2 1 1 3 5 1 3 3 2 2 1 6 1 1 1 1 3 2 8 1 2 5 4 2 2 2 7 3 2 2 3 2 1 4 3 1 1 1 4 2 1 3 1 1 3 6 1 8 3 1 1 7 1 2 1 40.867016 -82.315146
25573 "Richmond" "IN" "47374" 1 2 3 2 2 2 2 2 2 20 8 3 2 1 1 3 5 1 3 3 2 2 1 6 1 1 1 1 3 2 8 1 2 5 4 2 2 2 7 3 2 2 3 2 1 4 3 1 1 1 4 2 1 3 1 1 3 6 1 8 3 1 1 7 1 2 1 39.831061 -84.890675
25574 "SanFrancisco" "CA" "94121" 4 2 1 2 2 2 2 2 3 20 8 4 2 1 1 2 7 1 3 3 2 2 1 6 4 1 1 1 1 2 1 1 8 7 3 2 3 1 1 3 3 2 3 2 4 6 5 1 3 6 4 5 11 3 5 1 1 3 1 8 3 3 1 8 3 2 2 37.778729 -122.492657
25575 "SaltLakeCity" "UT" "84004" 4 2 3 2 2 3 1 2 3 1 2 4 2 1 1 2 1 1 6 4 6 2 1 6 3 1 1 4 1 9 8 1 2 7 3 1 3 2 1 1 1 2 3 2 1 6 4 2 2 1 1 2 11 3 1 2 1 3 2 8 2 1 1 8 1 2 1 40.465161 -111.762797
25576 "Bowman" "ND" "58623" 7 1 3 2 2 2 2 2 3 20 8 4 2 1 1 2 1 1 3 3 6 3 1 6 4 1 1 1 1 2 8 1 2 7 6 2 3 1 1 4 3 2 2 2 1 1 1 2 1 1 4 2 1 3 1 1 3 3 2 1 2 1 4 8 3 1 4 46.182799 -103.404539
25577 "NewCumberland" "PA" "17112" 5 2 2 2 2 2 1 2 2 21 9 6 2 1 1 3 1 1 1 3 7 5 1 1 4 3 1 1 1 9 8 1 8 7 4 2 2 1 1 2 1 3 3 2 2 1 3 5 1 1 1 2 1 4 6 5 3 10 1 9 2 1 1 7 1 1 1 40.343261 -76.780809
25579 "PeachtreeCity" "GA" "30269" 1 2 2 2 2 2 2 2 2 21 5 4 2 1 1 3 1 1 3 6 7 5 1 3 4 1 7 1 3 9 8 1 2 7 3 2 2 2 4 2 1 2 3 2 1 1 5 1 3 3 1 2 5 4 4 1 3 3 1 6 3 1 1 7 3 2 1 33.398992 -84.570624
25580 "" "NJ" "07463" 7 2 3 2 2 2 1 3 2 3 9 7 2 1 1 1 1 1 3 3 7 5 1 11 4 1 4 4 2 1 1 1 2 7 3 1 1 1 1 1 1 2 3 2 3 6 2 5 5 8 1 2 1 3 1 2 7 3 1 5 2 1 3 6 1 1 1 41.013109 -74.122311
25581 "Naperville" "IL" "60563" 7 1 2 2 2 2 2 2 3 3 9 4 2 1 1 3 2 1 3 3 7 5 1 1 4 1 1 1 1 5 8 1 2 7 1 2 1 1 1 1 2 2 3 2 1 5 5 2 1 1 3 2 1 3 2 2 1 4 1 9 3 1 1 7 3 1 2 41.794885 -88.161884
25582 "Lebanon" "OR" "97355" 4 2 3 2 2 2 1 2 3 15 8 4 2 1 1 2 5 1 3 3 6 3 1 6 3 1 1 2 3 7 7 1 2 7 6 2 2 2 7 2 1 2 3 2 3 5 4 2 1 1 4 5 1 3 1 2 1 9 4 8 3 1 4 7 1 2 3 44.527304 -122.855127
25583 "Ocala" "FL" "32601" 4 2 1 1 2 1 1 1 2 20 8 7 2 1 1 2 1 1 3 3 2 2 1 6 4 6 1 1 1 1 8 1 3 7 2 2 2 2 7 1 1 2 3 2 1 1 4 1 3 3 4 2 1 4 1 2 3 9 1 8 3 1 1 6 1 2 2 29.653195 -82.3244
25584 "Catonsville" "MD" "21228" 1 2 1 2 2 2 2 2 2 20 8 6 2 1 1 2 1 1 7 3 7 3 1 6 3 1 7 4 2 1 1 1 2 7 6 4 2 1 7 3 3 2 3 2 2 6 5 1 1 6 5 2 9 4 1 1 3 9 1 8 1 1 1 7 3 5 2 39.278056 -76.740029
25585 "fullerton" "CA" "92635" 4 2 2 2 2 2 2 2 3 20 8 4 2 1 1 3 1 1 3 3 6 3 5 6 1 1 7 1 1 2 8 1 14 7 4 6 2 1 7 3 1 2 3 2 1 4 5 5 1 6 5 2 1 3 1 1 3 3 1 8 2 1 1 7 1 2 1 NA NA
25586 "Billings" "MT" "59102" 4 2 2 2 2 2 2 2 3 20 8 4 2 1 1 3 1 1 3 3 6 3 5 6 1 1 7 1 1 2 8 1 14 7 4 6 2 1 7 3 1 2 3 2 1 4 5 5 1 6 5 2 1 3 1 1 3 3 1 8 2 1 1 7 1 2 1 45.778852 -108.574208
25587 "Boise" "ID" "83702" 4 2 3 2 2 2 2 2 3 21 8 6 2 1 1 2 2 1 3 3 6 3 1 6 4 1 1 1 1 1 8 1 14 5 6 4 3 2 1 1 1 2 3 2 1 4 5 2 1 6 4 2 3 4 1 1 3 9 1 8 2 1 3 7 3 2 1 43.627734 -116.207567
25588 "Portland" "OR" "97202" 7 1 3 2 2 2 1 2 3 20 8 7 1 1 1 2 1 1 3 3 3 3 1 6 3 1 1 1 3 1 8 1 14 7 4 6 2 1 7 3 1 2 3 2 1 6 3 2 1 1 4 2 3 3 4 1 1 3 1 8 5 1 1 7 1 1 3 45.481791 -122.640554
25589 "Elmhurst" "IL" "60126" 4 1 2 2 2 2 1 3 3 16 8 2 2 1 1 3 2 1 3 3 6 5 1 1 4 1 1 1 3 9 1 1 2 5 2 1 1 2 4 2 4 2 3 2 3 5 4 5 1 2 4 2 1 3 2 1 1 8 1 8 2 1 1 6 3 2 3 41.89103 -87.941814
25590 "Naperville" "IL" "60563" 4 1 3 2 2 2 1 2 2 20 8 4 2 1 1 1 1 1 3 6 2 2 5 3 4 1 1 1 1 5 8 1 2 5 6 2 3 1 1 1 1 2 3 2 1 5 5 2 2 6 4 2 7 4 1 2 1 9 1 9 3 4 1 7 1 2 1 41.794885 -88.161884
25591 "castrovalley" "CA" "94546" 4 1 1 2 2 2 2 1 3 20 8 6 7 1 3 1 1 1 3 3 2 2 1 6 4 1 1 1 1 2 8 1 2 3 3 5 3 1 3 1 1 2 3 2 4 6 4 2 1 1 3 3 1 3 4 1 1 2 1 8 2 1 1 6 1 2 3 37.702063 -122.079348
25592 "newyork" "NY" "11363" 4 1 1 2 2 2 2 1 3 20 8 6 7 1 3 1 1 1 7 6 7 5 1 1 1 1 7 1 2 1 1 1 8 1 6 1 1 3 7 3 1 2 3 1 2 1 5 2 1 2 1 2 10 4 1 1 1 3 1 8 3 2 1 7 1 2 1 40.772636 -73.746442
25593 "Ludington" "MI" "49431" 4 1 1 2 2 2 2 2 2 3 8 1 9 1 1 2 2 1 3 3 2 2 1 6 1 1 1 1 3 9 8 1 2 1 6 4 1 1 7 5 1 2 3 2 1 1 2 2 1 7 4 2 11 3 1 2 1 3 1 8 2 1 1 6 2 1 5 43.967306 -86.430443
25594 "Hollywood" "FL" "33020" 1 2 3 2 2 2 2 2 2 21 5 4 2 1 1 1 1 1 1 1 2 2 1 3 3 1 1 4 3 9 8 1 15 7 2 2 2 2 5 2 2 1 3 2 4 6 3 5 1 1 4 2 3 3 1 5 3 3 4 8 2 1 4 7 1 5 6 26.016984 -80.149252
25595 "Amory" "MS" "38821" 9 2 3 1 2 2 2 2 2 20 8 7 2 1 1 1 5 5 2 6 7 2 1 6 4 1 4 1 1 1 3 1 4 7 6 4 2 2 2 1 1 2 2 2 2 6 6 1 1 3 4 5 9 4 1 5 2 3 1 8 2 1 5 4 2 2 2 33.988235 -88.46783
25596 "MonterreyNLMEXICO" "ND" "58103" 4 2 1 2 2 2 1 2 3 20 8 6 3 1 1 2 7 11 3 2 2 1 3 1 7 3 7 1 4 9 8 1 8 2 6 2 3 3 2 3 1 2 2 2 1 1 3 1 1 3 1 2 7 4 1 1 3 3 1 4 7 2 1 7 3 3 3 46.860864 -96.816029
25597 "SanDiego" "CA" "92084" 4 1 3 2 2 2 1 2 2 20 9 7 2 1 1 1 5 1 3 3 3 5 1 9 1 3 4 1 1 2 9 3 2 7 5 5 3 1 1 1 2 3 3 2 1 6 5 1 2 7 4 2 1 4 1 1 1 2 1 9 2 1 1 7 2 2 1 33.213309 -117.214749
25598 "Potsdam" "NY" "13676" 7 2 2 2 2 2 2 2 3 3 8 6 9 1 1 1 2 1 3 3 3 3 5 1 1 1 1 1 2 7 8 1 16 7 4 4 3 2 1 3 1 2 3 2 1 1 6 2 1 2 4 2 3 3 1 5 7 3 1 8 3 1 3 7 1 5 2 44.651265 -74.952896
25600 "DuBois" "PA" "15801" 4 1 2 1 1 2 1 1 2 20 1 2 2 1 3 1 1 1 2 3 7 2 1 1 12 6 4 1 1 1 8 3 17 7 4 4 1 1 1 3 1 2 3 2 2 1 4 2 1 3 4 2 1 4 1 1 3 2 1 8 2 1 3 6 1 2 1 41.125563 -78.746483
25601 "Tuscaloosa" "AL" "35401" 9 2 2 1 2 1 1 1 2 21 8 6 2 1 3 1 1 1 2 3 7 2 1 3 4 3 4 1 3 1 3 1 15 2 6 4 2 3 7 1 1 2 3 2 2 1 1 2 1 7 1 1 1 4 1 7 5 3 2 8 2 1 4 6 3 1 6 33.193818 -87.56843
25602 "garrett" "IN" "46738" 4 2 3 2 1 1 1 1 3 20 8 6 2 1 1 1 1 1 3 3 2 2 1 3 1 1 4 1 1 1 8 1 8 5 2 6 3 2 4 3 2 2 3 2 4 6 6 1 3 6 4 2 1 3 1 2 1 1 1 9 2 1 1 8 2 2 1 41.334204 -85.135692
25603 "Parma" "MI" "49269" 4 2 3 2 1 1 1 1 3 20 8 6 2 1 1 1 1 1 3 3 2 2 1 3 1 1 4 1 1 1 8 1 8 5 2 6 3 2 4 3 2 2 3 2 4 6 6 1 3 6 4 2 1 3 1 2 1 1 1 9 2 1 1 8 2 2 1 42.285987 -84.593057
25604 "Garrett" "IN" "46738" 4 2 2 2 2 2 1 2 2 3 5 4 2 1 1 3 1 1 7 4 3 3 1 3 12 1 1 1 2 2 8 1 14 5 3 2 2 1 1 1 2 2 3 2 4 1 5 5 1 2 4 3 1 3 1 2 1 3 1 8 2 1 1 6 3 2 3 41.334204 -85.135692
25605 "NewYork" "NY" "10010" 4 2 2 2 2 2 1 2 2 3 5 4 2 1 1 3 1 1 7 4 3 3 1 3 12 1 1 1 2 2 8 1 14 5 3 2 2 1 1 1 2 2 3 2 4 1 5 5 1 2 4 3 1 3 1 2 1 3 1 8 2 1 1 6 3 2 3 40.739022 -73.982058
25606 "Jacksonville" "FL" "32207" 4 2 2 2 2 2 1 2 2 3 5 4 2 1 1 3 1 1 7 4 3 3 1 3 12 1 1 1 2 2 8 1 14 5 3 2 2 1 1 1 2 2 3 2 4 1 5 5 1 2 4 3 1 3 1 2 1 3 1 8 2 1 1 6 3 2 3 30.294389 -81.637402
25607 "SanAnselmo" "CA" "94960" 1 2 1 2 2 2 1 2 2 4 9 6 9 1 3 1 5 1 7 1 4 5 1 6 14 1 1 4 1 2 8 4 8 7 4 6 2 2 1 1 2 2 3 2 1 6 1 2 4 1 4 2 5 4 5 1 1 6 1 8 2 1 1 7 1 2 2 37.981623 -122.568845
25608 "Quincy" "IL" "62301" 9 1 1 2 1 2 2 1 2 21 3 7 1 1 4 1 5 1 7 6 3 3 5 6 2 3 4 4 2 2 9 3 14 7 4 2 2 2 4 3 4 2 3 2 4 6 1 2 1 1 1 2 5 4 6 10 1 3 2 8 3 1 1 8 1 1 2 39.929597 -91.374152
25609 "Arlington" "VA" "22207" 1 1 2 2 2 2 2 2 3 2 5 4 1 1 1 1 1 1 3 3 7 5 1 1 13 1 1 1 2 1 8 3 14 1 4 1 1 2 7 1 2 2 3 2 4 6 5 5 1 2 4 2 1 4 4 1 1 3 1 6 2 1 4 7 3 2 2 38.903697 -77.127499
25610 "Indianapolis" "IN" "46219" 7 1 1 2 1 1 1 1 3 2 7 3 1 1 1 3 5 1 7 6 6 3 1 6 1 1 1 1 3 9 1 1 12 7 4 2 1 1 4 1 1 2 3 2 4 6 4 5 1 1 5 2 3 3 1 5 1 3 4 8 2 1 3 5 1 1 1 39.78001 -86.048898
25611 "" "MD" "20895" 1 2 2 2 1 1 1 2 2 2 8 7 1 1 1 1 2 12 3 3 7 5 5 1 3 3 4 1 2 1 1 3 2 7 3 2 2 1 1 1 1 2 3 2 1 3 5 1 1 2 4 2 1 4 4 5 2 3 1 8 2 1 4 6 2 1 1 39.027259 -77.077455
25612 "Evans" "GA" "30809" 9 2 1 1 2 1 1 1 2 13 8 4 2 1 1 1 2 1 7 4 7 5 1 6 12 8 4 1 3 9 9 1 2 7 4 5 3 1 1 1 1 1 3 2 2 6 5 5 1 2 1 2 9 4 1 1 5 2 1 8 3 1 1 6 1 2 2 33.551145 -82.139498
25613 "boston" "MA" "02110" 9 2 1 1 2 1 1 1 2 13 8 4 2 1 1 1 2 1 7 4 7 5 1 6 12 8 4 1 3 9 9 1 2 7 4 5 3 1 1 1 1 1 3 2 2 6 5 5 1 2 1 2 9 4 1 1 5 2 1 8 3 1 1 6 1 2 2 42.356532 -71.053652
25614 "Mifflinville" "PA" "18631" 4 1 1 2 1 3 1 1 2 20 1 7 2 1 3 1 2 1 4 5 6 3 1 1 12 1 4 1 1 1 1 1 3 5 3 6 2 1 1 1 1 2 3 2 4 6 4 2 1 7 4 3 9 4 1 1 1 3 1 8 2 1 3 7 1 2 1 41.028617 -76.307175
25615 "Albuquerque" "NM" "87108" 4 1 1 2 2 2 3 3 1 3 8 6 1 1 1 1 1 1 7 1 3 5 1 6 4 3 1 1 1 2 8 1 2 5 1 6 1 2 4 1 3 1 3 1 3 1 2 1 1 3 4 3 1 4 3 3 3 3 2 8 3 1 4 8 1 2 1 35.073343 -106.582329
25616 "Fairfield" "CT" "06430" 9 2 2 2 2 2 2 2 1 21 8 7 2 1 1 3 2 1 7 3 7 3 5 1 10 1 4 1 2 1 1 1 12 7 4 1 3 1 1 3 1 2 3 2 4 3 3 2 1 2 4 2 1 3 1 1 1 3 1 3 1 1 4 1 2 2 1 41.163445 -73.262909
25617 "Birmingham" "AL" "35023" 9 2 1 1 2 2 2 2 2 20 8 3 2 1 1 1 1 12 7 2 7 5 1 6 4 6 4 4 1 9 3 1 8 3 4 1 1 2 1 1 1 2 3 2 2 6 2 1 1 2 1 2 9 4 1 3 2 3 2 8 2 1 1 2 1 1 3 33.443039 -87.019301
25618 "Mesquite" "TX" "75150" 9 2 1 1 2 2 2 2 2 20 8 3 2 1 1 1 1 12 7 2 7 5 1 6 4 6 4 4 1 9 3 1 8 3 4 1 1 2 1 1 1 2 3 2 2 6 2 1 1 2 1 2 9 4 1 3 2 3 2 8 2 1 1 2 1 1 3 32.818392 -96.633558
25619 "Granville" "NY" "12832" 4 1 2 2 2 2 2 1 3 21 9 7 2 1 2 1 2 1 7 4 3 3 1 1 12 1 1 1 2 1 8 1 3 7 4 4 1 1 7 3 2 2 3 2 1 1 4 2 1 2 4 2 1 4 1 1 1 3 1 4 2 1 3 7 1 2 3 43.376197 -73.311534
25620 "Philadelphia" "PA" "19111" 9 2 3 2 2 1 1 2 2 2 3 4 1 1 3 1 2 1 7 5 7 3 1 1 14 1 1 1 3 9 1 3 3 7 3 2 2 1 4 1 2 2 3 2 2 6 3 5 1 2 4 2 7 3 1 1 3 4 1 3 4 1 3 6 1 2 2 40.057661 -75.080185
25621 "CalumetCity" "IL" "60409" 7 1 1 2 2 2 1 2 3 21 3 4 2 1 1 1 1 1 4 4 6 3 1 3 12 1 1 1 2 5 1 1 2 5 6 6 1 1 4 2 4 1 3 2 1 5 4 2 3 1 1 2 1 4 2 2 1 4 1 8 5 1 1 6 3 1 5 41.614188 -87.546389
25622 "Perry" "NY" "14530" 7 2 2 2 2 2 2 2 3 13 8 4 2 1 1 1 2 1 3 2 6 3 5 1 3 1 1 1 1 5 1 1 3 5 4 1 2 3 4 3 1 2 3 2 1 6 4 5 1 2 1 2 1 4 1 2 1 2 1 9 2 1 1 7 1 1 3 42.724075 -78.003612
25623 "Wilmington" "DE" "19808" 7 2 2 2 2 2 2 2 3 13 8 4 2 1 1 1 2 1 3 2 6 3 5 1 3 1 1 1 1 5 1 1 3 5 4 1 2 3 4 3 1 2 3 2 1 6 4 5 1 2 1 2 1 4 1 2 1 2 1 9 2 1 1 7 1 1 3 39.734279 -75.663105
25624 "Auburn" "IN" "46706" 7 2 2 2 2 2 2 2 3 13 8 4 2 1 1 1 2 1 3 2 6 3 5 1 3 1 1 1 1 5 1 1 3 5 4 1 2 3 4 3 1 2 3 2 1 6 4 5 1 2 1 2 1 4 1 2 1 2 1 9 2 1 1 7 1 1 3 41.352638 -85.047929
25625 "Indianapolis" "IN" "46240" 4 2 2 2 1 1 1 2 3 1 8 4 2 1 1 3 5 1 2 3 7 3 1 6 1 1 3 1 4 1 8 1 2 5 6 4 2 1 4 1 4 3 3 2 4 6 4 1 1 7 4 2 1 3 1 3 1 3 2 8 2 1 1 7 2 2 1 39.902039 -86.129486
25626 "BunkerHill" "IL" "62014" 7 2 3 2 2 3 1 1 3 20 1 3 2 1 2 2 2 1 4 3 7 2 1 6 4 1 3 1 1 2 8 1 2 5 2 2 3 1 4 3 1 2 3 2 1 6 5 1 3 3 4 2 1 3 6 1 1 3 1 8 3 1 3 7 1 2 1 39.039382 -89.949359
25627 "AnnArbor" "MI" "48103" 4 2 3 2 2 2 2 2 3 3 8 1 2 1 1 3 1 2 7 4 3 3 1 1 4 1 1 1 3 1 8 1 2 5 4 2 2 1 7 1 2 3 3 2 1 6 4 1 1 2 3 2 1 3 1 5 1 3 2 6 1 1 1 1 1 2 3 42.280887 -83.791475
25628 "Pinson" "TN" "38366" 4 2 3 2 2 2 2 2 3 3 8 1 2 1 1 3 1 2 7 4 3 3 1 1 4 1 1 1 3 1 8 1 2 5 4 2 2 1 7 1 2 3 3 2 1 6 4 1 1 2 3 2 1 3 1 5 1 3 2 6 1 1 1 1 1 2 3 35.4832 -88.731255
25629 "Atlanta" "GA" "30342" 1 2 2 1 2 2 2 2 3 20 8 6 2 1 1 1 1 1 7 6 7 5 5 6 12 1 1 1 3 7 8 1 12 3 4 2 2 2 1 1 2 2 1 2 1 1 3 5 1 3 4 2 1 4 1 3 2 3 1 8 1 1 1 8 1 2 3 33.879003 -84.372032
25630 "fremont" "OH" "43420" 4 2 2 2 2 2 1 1 3 20 8 1 2 1 1 1 1 1 3 3 2 2 1 6 13 3 4 1 2 5 8 1 16 3 6 2 2 1 1 3 2 1 1 2 1 1 4 5 1 2 3 2 1 4 1 2 1 2 1 8 2 1 1 8 3 1 1 41.35307 -83.112174
25631 "WesternNorthCarolina" "VA" "22901" 8 2 2 2 2 2 1 1 2 1 7 7 1 1 1 3 2 12 3 3 6 2 1 1 2 1 1 1 3 1 3 1 2 1 4 2 1 1 2 1 3 3 3 2 4 1 7 1 1 3 4 2 1 4 1 3 3 2 1 8 2 1 1 8 3 1 1 38.072402 -78.501495
25632 "Boston" "MA" "02130" 7 2 3 2 2 2 2 2 2 20 8 3 1 1 1 2 1 12 7 3 7 2 1 1 13 5 1 1 1 1 1 1 16 1 1 1 1 1 1 3 1 2 3 2 1 1 3 5 1 6 5 2 1 1 3 1 7 2 1 8 2 1 3 7 1 5 2 42.309998 -71.111711
25634 "Chicago" "IL" "60601" 7 2 2 2 2 2 2 2 3 20 8 4 1 1 1 3 2 1 3 3 6 2 5 1 4 1 7 4 3 5 8 1 11 7 2 5 1 1 7 1 2 2 1 2 1 5 2 1 1 1 4 2 1 3 1 2 1 4 1 7 2 1 1 7 3 1 1 41.886456 -87.623259
25635 "Buffalo" "NY" "14052" 7 2 2 2 2 2 2 2 3 21 8 4 1 1 1 3 2 1 4 3 6 2 1 1 5 1 1 4 2 1 1 3 2 1 4 2 1 1 1 1 2 2 3 2 1 1 5 5 1 2 4 2 1 4 1 2 3 3 1 3 2 1 2 8 1 2 1 42.770859 -78.598046
25637 "Lafayette" "LA" "70506" 9 2 1 1 2 1 1 2 3 20 5 1 2 1 1 1 1 5 7 3 7 2 5 6 4 1 4 1 1 1 9 1 8 7 4 2 2 1 5 1 2 2 3 2 4 6 6 1 1 2 1 3 1 4 1 3 4 3 1 8 2 1 1 5 4 2 3 30.211901 -92.059125
25638 "Bushnell" "FL" "33513" 9 2 1 1 2 1 1 2 3 20 5 1 2 1 1 1 1 5 7 3 7 2 5 6 4 1 4 1 1 1 9 1 8 7 4 2 2 1 5 1 2 2 3 2 4 6 6 1 1 2 1 3 1 4 1 3 4 3 1 8 2 1 1 5 4 2 3 28.663132 -82.140427
25640 "BrynMawr" "PA" "19010" 9 2 1 1 2 1 1 2 3 20 5 1 2 1 1 1 1 5 7 3 7 2 5 6 4 1 4 1 1 1 9 1 8 7 4 2 2 1 5 1 2 2 3 2 4 6 6 1 1 2 1 3 1 4 1 3 4 3 1 8 2 1 1 5 4 2 3 40.02371 -75.327643
25641 "collegepark" "MD" "20740" 9 2 1 1 2 1 1 2 3 20 5 1 2 1 1 1 1 5 7 3 7 2 5 6 4 1 4 1 1 1 9 1 8 7 4 2 2 1 5 1 2 2 3 2 4 6 6 1 1 2 1 3 1 4 1 3 4 3 1 8 2 1 1 5 4 2 3 38.99756 -76.925776
25642 "Americus" "GA" "31709" 9 2 2 2 2 2 2 3 2 20 5 4 2 1 1 3 1 1 3 2 7 5 1 6 4 6 4 1 2 1 8 1 2 7 6 6 2 1 4 5 1 2 1 2 4 1 5 1 1 6 1 5 1 4 1 5 3 9 1 8 7 1 1 6 3 2 3 32.071641 -84.219422
25643 "Escondido" "CA" "92025" 4 2 2 2 2 2 2 2 3 21 5 4 1 1 1 2 5 1 3 3 2 2 1 6 5 1 4 1 1 2 8 1 2 7 4 2 2 1 1 2 1 2 3 2 4 4 7 1 2 1 4 2 10 3 1 1 3 6 1 8 5 1 1 7 1 1 3 33.106862 -117.070778
25644 "Buffalo" "NY" "14120" 4 2 2 2 2 2 2 2 3 21 8 6 2 1 1 3 1 1 3 4 6 3 1 1 13 1 1 1 2 6 1 1 16 5 4 4 1 2 7 2 2 2 3 2 1 1 5 2 1 6 4 2 10 3 1 2 3 3 1 6 3 1 3 1 1 6 2 43.048156 -78.863383
25645 "Barton" "NY" "13734" 7 2 3 2 2 2 2 2 3 20 8 7 2 1 1 1 2 1 3 3 2 2 1 1 1 1 1 1 3 1 8 1 2 5 4 5 2 1 1 3 1 2 3 2 4 1 3 2 1 3 4 2 9 4 1 1 3 3 1 8 3 1 1 1 1 2 5 42.063671 -76.406388
25646 "Pittsburgh" "PA" "15228" 7 2 2 2 1 1 1 1 2 1 8 3 1 1 4 1 1 1 3 3 6 2 5 3 3 1 4 4 1 9 8 1 3 7 4 2 1 1 3 3 3 2 3 2 2 1 4 5 1 2 1 2 9 3 1 5 7 3 1 8 2 1 3 7 1 1 1 40.372802 -80.044805
25647 "Chicago" "IL" "60644" 7 1 3 2 2 2 2 2 2 3 9 7 2 1 1 2 1 1 6 3 2 2 1 1 13 1 1 1 3 1 1 1 16 1 1 2 2 2 7 1 1 2 3 1 1 1 4 1 1 3 1 2 10 4 2 1 1 10 1 8 2 1 3 8 1 1 1 41.881331 -87.75671
25648 "Greensboro" "NC" "27410" 7 1 3 2 2 2 2 2 2 3 9 7 2 1 1 2 1 1 6 3 2 2 1 1 13 1 1 1 3 1 1 1 16 1 1 2 2 2 7 1 1 2 3 1 1 1 4 1 1 3 1 2 10 4 2 1 1 10 1 8 2 1 3 8 1 1 1 36.116854 -79.88291
25649 "Pittsburgh" "PA" "15101" 7 2 3 2 2 2 2 2 3 20 8 6 2 1 1 1 1 1 3 3 7 2 5 6 3 1 4 1 2 1 8 1 8 5 3 6 3 1 1 1 2 2 3 2 3 6 5 2 1 2 4 2 10 4 1 2 3 3 1 7 2 2 4 6 1 2 3 40.570915 -79.960334
25650 "Baltimore" "MD" "21212" 2 2 1 2 2 2 1 3 2 3 8 4 1 1 1 1 2 1 7 3 6 3 1 1 1 1 4 1 2 1 3 1 8 1 4 6 1 1 2 3 1 2 3 2 2 6 1 5 1 3 1 2 3 4 1 1 3 3 1 8 2 1 4 6 1 2 3 39.363456 -76.611425
